,img_id,file_name,hour,minute,bbox_det,new_file_name,image_url,base_image_url
311,326,Fallen Angels 2.45 a.m.png,2,45,"[1445.77, 4.73, 282.72, 259.58]",Fallen_Angels_2.45_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/84/Fallen_Angels_2.45_a.m.png/revision/latest/scale-to-width-down/185?cb=20200927164457,https://static.wikia.nocookie.net/theclock/images/8/84/Fallen_Angels_2.45_a.m.png
312,327,Falling Down 11.33 a.m.png,11,33,"[367.14, 144.62, 528.84, 535.32]",Falling_Down_11.33_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/0f/Falling_Down_11.33_a.m.png/revision/latest/scale-to-width-down/185?cb=20200810035332,https://static.wikia.nocookie.net/theclock/images/0/0f/Falling_Down_11.33_a.m.png
313,328,Falling in Love 5.57 p.m.png,5,57,"[620.95, 287.06, 317.01, 302.66]",Falling_in_Love_5.57_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/d2/Falling_in_Love_5.57_p.m.png/revision/latest/scale-to-width-down/185?cb=20200815153357,https://static.wikia.nocookie.net/theclock/images/d/d2/Falling_in_Love_5.57_p.m.png
314,329,Falling in Love 6.04 p.m.png,6,4,"[792.96, 144.83, 326.14, 388.26]",Falling_in_Love_6.04_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/14/Falling_in_Love_6.04_p.m.png/revision/latest/scale-to-width-down/185?cb=20200815153404,https://static.wikia.nocookie.net/theclock/images/1/14/Falling_in_Love_6.04_p.m.png
315,330,Falling in Love 6.18 p.m.png,6,18,"[706.93, 347.86, 383.65, 218.17]",Falling_in_Love_6.18_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/97/Falling_in_Love_6.18_p.m.png/revision/latest/scale-to-width-down/185?cb=20200815153410,https://static.wikia.nocookie.net/theclock/images/9/97/Falling_in_Love_6.18_p.m.png
316,331,Falling in Love 8.20 a.m.png,8,20,"[715.99, 415.02, 284.31, 271.82]",Falling_in_Love_8.20_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/3d/Falling_in_Love_8.20_a.m.png/revision/latest/scale-to-width-down/185?cb=20210404202846,https://static.wikia.nocookie.net/theclock/images/3/3d/Falling_in_Love_8.20_a.m.png
317,332,Fanny and Alexander 2.36 p.m.png,2,36,"[718.98, 19.9, 806.1, 851.7]",Fanny_and_Alexander_2.36_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/4d/Fanny_and_Alexander_2.36_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808072331,https://static.wikia.nocookie.net/theclock/images/4/4d/Fanny_and_Alexander_2.36_p.m.png
318,333,Fanny and Alexander 2.43 p.m.png,2,43,"[624.6, 101.29, 582.22, 567.65]",Fanny_and_Alexander_2.43_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/07/Fanny_and_Alexander_2.43_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808072336,https://static.wikia.nocookie.net/theclock/images/0/07/Fanny_and_Alexander_2.43_p.m.png
319,334,"Farewell, Friend 11.57 p.m.png",11,57,"[770.34, 421.81, 276.0, 225.31]",Farewell%2C_Friend_11.57_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/4e/Farewell%2C_Friend_11.57_p.m.png/revision/latest/scale-to-width-down/185?cb=20210329185722,https://static.wikia.nocookie.net/theclock/images/4/4e/Farewell%2C_Friend_11.57_p.m.png
320,335,Fatal Attraction 7.25 a.m.png,7,25,"[1418.62, 198.86, 132.67, 130.48]",Fatal_Attraction_7.25_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/37/Fatal_Attraction_7.25_a.m.png/revision/latest/scale-to-width-down/185?cb=20200825004137,https://static.wikia.nocookie.net/theclock/images/3/37/Fatal_Attraction_7.25_a.m.png
321,336,Firewall 9.00 p.m.png,9,0,"[962.27, 87.95, 710.26, 691.76]",Firewall_9.00_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/80/Firewall_9.00_p.m.png/revision/latest/scale-to-width-down/185?cb=20210105043653,https://static.wikia.nocookie.net/theclock/images/8/80/Firewall_9.00_p.m.png
322,337,For Your Eyes Only 4.11 p.m.png,4,11,"[732.82, 421.63, 95.57, 89.3]",For_Your_Eyes_Only_4.11_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/72/For_Your_Eyes_Only_4.11_p.m.png/revision/latest/scale-to-width-down/185?cb=20200805142646,https://static.wikia.nocookie.net/theclock/images/7/72/For_Your_Eyes_Only_4.11_p.m.png
323,338,For Your Eyes Only 9.23 p.m.png,9,23,"[666.62, 11.88, 606.29, 787.77]",For_Your_Eyes_Only_9.23_p.m.png,https://static.wikia.nocookie.net/theclock/images/6/68/For_Your_Eyes_Only_9.23_p.m.png/revision/latest/scale-to-width-down/185?cb=20200805142655,https://static.wikia.nocookie.net/theclock/images/6/68/For_Your_Eyes_Only_9.23_p.m.png
324,340,Four Weddings and a Funeral 9.12 a.m.png,9,12,"[518.36, 332.08, 753.19, 587.74]",Four_Weddings_and_a_Funeral_9.12_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/d9/Four_Weddings_and_a_Funeral_9.12_a.m.png/revision/latest/scale-to-width-down/185?cb=20220815030706,https://static.wikia.nocookie.net/theclock/images/d/d9/Four_Weddings_and_a_Funeral_9.12_a.m.png
325,341,Four Weddings and a Funeral 9.41 a.m. 1.png,9,41,"[64.24, 190.01, 312.87, 244.48]",Four_Weddings_and_a_Funeral_9.41_a.m._1.png,https://static.wikia.nocookie.net/theclock/images/2/2f/Four_Weddings_and_a_Funeral_9.41_a.m._1.png/revision/latest/scale-to-width-down/185?cb=20220815031344,https://static.wikia.nocookie.net/theclock/images/2/2f/Four_Weddings_and_a_Funeral_9.41_a.m._1.png
326,342,Fox and His Friends 5.00 p.m. 1.png,5,0,"[337.25, 275.97, 815.15, 723.09]",Fox_and_His_Friends_5.00_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/1/1f/Fox_and_His_Friends_5.00_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20210329021711,https://static.wikia.nocookie.net/theclock/images/1/1f/Fox_and_His_Friends_5.00_p.m._1.png
327,343,Fox and His Friends 5.00 p.m. 2.png,5,0,"[457.36, 306.69, 569.43, 465.85]",Fox_and_His_Friends_5.00_p.m._2.png,https://static.wikia.nocookie.net/theclock/images/c/c0/Fox_and_His_Friends_5.00_p.m._2.png/revision/latest/scale-to-width-down/185?cb=20210329021715,https://static.wikia.nocookie.net/theclock/images/c/c0/Fox_and_His_Friends_5.00_p.m._2.png
328,344,Fox and His Friends 5.36 p.m.png,5,36,"[297.23, 136.94, 787.68, 925.9]",Fox_and_His_Friends_5.36_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/83/Fox_and_His_Friends_5.36_p.m.png/revision/latest/scale-to-width-down/185?cb=20210329021719,https://static.wikia.nocookie.net/theclock/images/8/83/Fox_and_His_Friends_5.36_p.m.png
329,345,Fox and His Friends 6.30 p.m.png,6,30,"[428.01, 202.33, 740.49, 849.78]",Fox_and_His_Friends_6.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/da/Fox_and_His_Friends_6.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20210329021723,https://static.wikia.nocookie.net/theclock/images/d/da/Fox_and_His_Friends_6.30_p.m.png
330,346,Fracture 1.21 p.m.png,1,21,"[925.78, 81.81, 117.45, 119.57]",Fracture_1.21_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/93/Fracture_1.21_p.m.png/revision/latest/scale-to-width-down/185?cb=20200817191010,https://static.wikia.nocookie.net/theclock/images/9/93/Fracture_1.21_p.m.png
331,347,Frankie & Johnny 1.16 a.m.png,1,16,"[496.54, 699.84, 334.59, 259.34]",Frankie_%26_Johnny_1.16_a.m.png,https://static.wikia.nocookie.net/theclock/images/9/92/Frankie_%26_Johnny_1.16_a.m.png/revision/latest/scale-to-width-down/185?cb=20201220204854,https://static.wikia.nocookie.net/theclock/images/9/92/Frankie_%26_Johnny_1.16_a.m.png
332,348,Frankie & Johnny 3.25 a.m.png,3,25,"[878.57, 79.42, 347.35, 287.08]",Frankie_%26_Johnny_3.25_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/77/Frankie_%26_Johnny_3.25_a.m.png/revision/latest/scale-to-width-down/185?cb=20201220204914,https://static.wikia.nocookie.net/theclock/images/7/77/Frankie_%26_Johnny_3.25_a.m.png
333,349,Frantic 1.23 p.m.png,1,23,"[974.68, 77.47, 147.25, 150.86]",Frantic_1.23_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/06/Frantic_1.23_p.m.png/revision/latest/scale-to-width-down/185?cb=20210123144102,https://static.wikia.nocookie.net/theclock/images/0/06/Frantic_1.23_p.m.png
334,350,Frantic 4.07 a.m.png,4,7,"[472.3, 556.6, 232.41, 201.75]",Frantic_4.07_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/7c/Frantic_4.07_a.m.png/revision/latest/scale-to-width-down/185?cb=20210123144053,https://static.wikia.nocookie.net/theclock/images/7/7c/Frantic_4.07_a.m.png
335,351,Frequency 3.14 a.m.png,3,14,"[890.78, 327.76, 140.92, 150.92]",Frequency_3.14_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/82/Frequency_3.14_a.m.png/revision/latest/scale-to-width-down/185?cb=20210105031945,https://static.wikia.nocookie.net/theclock/images/8/82/Frequency_3.14_a.m.png
336,352,Fresh 10.23 p.m.png,10,23,"[558.9, 21.38, 1112.78, 903.01]",Fresh_10.23_p.m.png,https://static.wikia.nocookie.net/theclock/images/b/ba/Fresh_10.23_p.m.png/revision/latest/scale-to-width-down/185?cb=20210116115316,https://static.wikia.nocookie.net/theclock/images/b/ba/Fresh_10.23_p.m.png
337,353,Fright Night 6.00 a.m. 2.png,6,0,"[593.0, 23.42, 413.88, 447.61]",Fright_Night_6.00_a.m._2.png,https://static.wikia.nocookie.net/theclock/images/e/eb/Fright_Night_6.00_a.m._2.png/revision/latest/scale-to-width-down/185?cb=20200914070509,https://static.wikia.nocookie.net/theclock/images/e/eb/Fright_Night_6.00_a.m._2.png
338,354,Fright Night 6.00 a.m. 3.png,6,0,"[827.69, 374.19, 349.0, 394.15]",Fright_Night_6.00_a.m._3.png,https://static.wikia.nocookie.net/theclock/images/e/e6/Fright_Night_6.00_a.m._3.png/revision/latest/scale-to-width-down/185?cb=20200914070515,https://static.wikia.nocookie.net/theclock/images/e/e6/Fright_Night_6.00_a.m._3.png
339,355,From Here to Eternity 7.51 a.m.png,7,51,"[1173.85, 139.9, 167.99, 168.19]",From_Here_to_Eternity_7.51_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/f4/From_Here_to_Eternity_7.51_a.m.png/revision/latest/scale-to-width-down/185?cb=20201010052450,https://static.wikia.nocookie.net/theclock/images/f/f4/From_Here_to_Eternity_7.51_a.m.png
340,356,From Russia with Love 1.19 a.m.png,1,19,"[1281.99, 652.61, 114.03, 119.76]",From_Russia_with_Love_1.19_a.m.png,https://static.wikia.nocookie.net/theclock/images/4/40/From_Russia_with_Love_1.19_a.m.png/revision/latest/scale-to-width-down/185?cb=20200805084113,https://static.wikia.nocookie.net/theclock/images/4/40/From_Russia_with_Love_1.19_a.m.png
341,357,From Russia with Love 5.33 a.m.png,5,33,"[1379.3, 120.21, 158.2, 154.77]",From_Russia_with_Love_5.33_a.m.png,https://static.wikia.nocookie.net/theclock/images/e/e8/From_Russia_with_Love_5.33_a.m.png/revision/latest/scale-to-width-down/185?cb=20200805084132,https://static.wikia.nocookie.net/theclock/images/e/e8/From_Russia_with_Love_5.33_a.m.png
342,358,From the Life of the Marionettes 1.19 a.m.png,1,19,"[657.47, 140.14, 408.68, 412.29]",From_the_Life_of_the_Marionettes_1.19_a.m.png,https://static.wikia.nocookie.net/theclock/images/9/93/From_the_Life_of_the_Marionettes_1.19_a.m.png/revision/latest/scale-to-width-down/185?cb=20200923014535,https://static.wikia.nocookie.net/theclock/images/9/93/From_the_Life_of_the_Marionettes_1.19_a.m.png
343,359,Gallipoli 4.12 p.m.png,4,12,"[359.89, 70.16, 830.49, 729.07]",Gallipoli_4.12_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/3e/Gallipoli_4.12_p.m.png/revision/latest/scale-to-width-down/185?cb=20200817202936,https://static.wikia.nocookie.net/theclock/images/3/3e/Gallipoli_4.12_p.m.png
344,360,Gallipoli 4.20 p.m.png,4,20,"[456.47, 24.32, 764.1, 754.36]",Gallipoli_4.20_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/45/Gallipoli_4.20_p.m.png/revision/latest/scale-to-width-down/185?cb=20200817202944,https://static.wikia.nocookie.net/theclock/images/4/45/Gallipoli_4.20_p.m.png
345,361,Gallipoli 4.23 p.m.png,4,23,"[516.21, 32.79, 727.05, 645.1]",Gallipoli_4.23_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/01/Gallipoli_4.23_p.m.png/revision/latest/scale-to-width-down/185?cb=20200817202952,https://static.wikia.nocookie.net/theclock/images/0/01/Gallipoli_4.23_p.m.png
346,362,Gallipoli 4.44 p.m.png,4,44,"[1558.78, 574.49, 230.04, 229.2]",Gallipoli_4.44_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/1e/Gallipoli_4.44_p.m.png/revision/latest/scale-to-width-down/185?cb=20200817203002,https://static.wikia.nocookie.net/theclock/images/1/1e/Gallipoli_4.44_p.m.png
347,363,Gambit 5.50 p.m.png,5,50,"[376.27, 21.06, 974.99, 1016.67]",Gambit_5.50_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/76/Gambit_5.50_p.m.png/revision/latest/scale-to-width-down/185?cb=20210118101845,https://static.wikia.nocookie.net/theclock/images/7/76/Gambit_5.50_p.m.png
348,364,Gambit 11.30 p.m.png,11,30,"[637.61, 149.87, 736.47, 654.13]",Gambit_11.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/c/c2/Gambit_11.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20210118101853,https://static.wikia.nocookie.net/theclock/images/c/c2/Gambit_11.30_p.m.png
349,365,Gangs of New York 2.12 p.m.png,2,12,"[613.67, 462.29, 199.11, 219.24]",Gangs_of_New_York_2.12_p.m.png,https://static.wikia.nocookie.net/theclock/images/a/a2/Gangs_of_New_York_2.12_p.m.png/revision/latest/scale-to-width-down/185?cb=20210105035230,https://static.wikia.nocookie.net/theclock/images/a/a2/Gangs_of_New_York_2.12_p.m.png
350,366,Garfield A Tail of Two Kitties 5.34 p.m.png,5,34,"[832.96, 431.82, 106.93, 106.62]",Garfield_A_Tail_of_Two_Kitties_5.34_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/11/Garfield_A_Tail_of_Two_Kitties_5.34_p.m.png/revision/latest/scale-to-width-down/185?cb=20200731095618,https://static.wikia.nocookie.net/theclock/images/1/11/Garfield_A_Tail_of_Two_Kitties_5.34_p.m.png
351,367,Gaslight 4.51 p.m.png,4,51,"[351.09, 374.4, 154.79, 175.51]",Gaslight_4.51_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/92/Gaslight_4.51_p.m.png/revision/latest/scale-to-width-down/185?cb=20200803061848,https://static.wikia.nocookie.net/theclock/images/9/92/Gaslight_4.51_p.m.png
352,368,Gentleman's Agreement 8.36 a.m.png,8,36,"[628.25, 260.42, 185.56, 321.01]",Gentleman%27s_Agreement_8.36_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/da/Gentleman%27s_Agreement_8.36_a.m.png/revision/latest/scale-to-width-down/185?cb=20210323163722,https://static.wikia.nocookie.net/theclock/images/d/da/Gentleman%27s_Agreement_8.36_a.m.png
353,369,Get Carter 9.34 p.m.png,9,34,"[471.53, 38.4, 159.85, 161.14]",Get_Carter_9.34_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/3b/Get_Carter_9.34_p.m.png/revision/latest/scale-to-width-down/185?cb=20210104122230,https://static.wikia.nocookie.net/theclock/images/3/3b/Get_Carter_9.34_p.m.png
354,370,Get Carter 9.41 p.m.png,9,41,"[30.8, 3.24, 439.78, 361.24]",Get_Carter_9.41_p.m.png,https://static.wikia.nocookie.net/theclock/images/b/bd/Get_Carter_9.41_p.m.png/revision/latest/scale-to-width-down/185?cb=20210104122236,https://static.wikia.nocookie.net/theclock/images/b/bd/Get_Carter_9.41_p.m.png
355,371,Going My Way 5.36 p.m.png,5,36,"[994.0, 112.01, 151.07, 159.57]",Going_My_Way_5.36_p.m.png,https://static.wikia.nocookie.net/theclock/images/b/b0/Going_My_Way_5.36_p.m.png/revision/latest/scale-to-width-down/185?cb=20210323193741,https://static.wikia.nocookie.net/theclock/images/b/b0/Going_My_Way_5.36_p.m.png
356,372,Gold Diggers of 1935 6.38 a.m.png,6,38,"[305.86, 247.27, 697.8, 687.89]",Gold_Diggers_of_1935_6.38_a.m.png,https://static.wikia.nocookie.net/theclock/images/c/cb/Gold_Diggers_of_1935_6.38_a.m.png/revision/latest/scale-to-width-down/185?cb=20201225072403,https://static.wikia.nocookie.net/theclock/images/c/cb/Gold_Diggers_of_1935_6.38_a.m.png
357,373,Gold Diggers of 1935 6.40 a.m.png,6,40,"[901.56, 198.14, 318.02, 345.49]",Gold_Diggers_of_1935_6.40_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/34/Gold_Diggers_of_1935_6.40_a.m.png/revision/latest/scale-to-width-down/185?cb=20201225072518,https://static.wikia.nocookie.net/theclock/images/3/34/Gold_Diggers_of_1935_6.40_a.m.png
358,374,Gold Diggers of 1935 6.45 p.m.png,6,45,"[768.18, 318.13, 388.17, 399.37]",Gold_Diggers_of_1935_6.45_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/41/Gold_Diggers_of_1935_6.45_p.m.png/revision/latest/scale-to-width-down/185?cb=20201225072527,https://static.wikia.nocookie.net/theclock/images/4/41/Gold_Diggers_of_1935_6.45_p.m.png
359,375,GoldenEye 9.55 p.m.png,9,55,"[522.01, 77.67, 385.39, 490.72]",GoldenEye_9.55_p.m.png,https://static.wikia.nocookie.net/theclock/images/6/64/GoldenEye_9.55_p.m.png/revision/latest/scale-to-width-down/185?cb=20200806004552,https://static.wikia.nocookie.net/theclock/images/6/64/GoldenEye_9.55_p.m.png
360,376,Goldfinger 2.45 p.m. 2.png,2,45,"[1067.92, 44.76, 384.12, 603.79]",Goldfinger_2.45_p.m._2.png,https://static.wikia.nocookie.net/theclock/images/5/51/Goldfinger_2.45_p.m._2.png/revision/latest/scale-to-width-down/185?cb=20200805090305,https://static.wikia.nocookie.net/theclock/images/5/51/Goldfinger_2.45_p.m._2.png
361,377,Goldfinger 12.20 a.m. 1.png,12,20,"[399.5, 97.85, 593.96, 552.34]",Goldfinger_12.20_a.m._1.png,https://static.wikia.nocookie.net/theclock/images/9/93/Goldfinger_12.20_a.m._1.png/revision/latest/scale-to-width-down/185?cb=20200805090247,https://static.wikia.nocookie.net/theclock/images/9/93/Goldfinger_12.20_a.m._1.png
362,378,Goldfinger 12.20 a.m. 2.png,12,20,"[798.8, 432.45, 226.64, 185.82]",Goldfinger_12.20_a.m._2.png,https://static.wikia.nocookie.net/theclock/images/3/32/Goldfinger_12.20_a.m._2.png/revision/latest/scale-to-width-down/185?cb=20200805090251,https://static.wikia.nocookie.net/theclock/images/3/32/Goldfinger_12.20_a.m._2.png
363,379,"Good Bye, Lenin! 7.30 p.m.png",7,30,"[684.17, 31.06, 868.56, 1019.45]",Good_Bye%2C_Lenin%21_7.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/c/c0/Good_Bye%2C_Lenin%21_7.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20200730014554,https://static.wikia.nocookie.net/theclock/images/c/c0/Good_Bye%2C_Lenin%21_7.30_p.m.png
364,380,"Good Morning, Vietnam 6.00 a.m.png",6,0,"[599.64, 46.51, 885.1, 925.97]",Good_Morning%2C_Vietnam_6.00_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/8b/Good_Morning%2C_Vietnam_6.00_a.m.png/revision/latest/scale-to-width-down/185?cb=20200818164744,https://static.wikia.nocookie.net/theclock/images/8/8b/Good_Morning%2C_Vietnam_6.00_a.m.png
365,381,"Good Night, and Good Luck 10.30 p.m.png",10,30,"[846.49, 623.84, 382.85, 428.56]",Good_Night%2C_and_Good_Luck_10.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/6/61/Good_Night%2C_and_Good_Luck_10.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20200913091456,https://static.wikia.nocookie.net/theclock/images/6/61/Good_Night%2C_and_Good_Luck_10.30_p.m.png
366,382,Good Will Hunting 4.17 p.m.png,4,17,"[656.33, 100.95, 741.16, 856.43]",Good_Will_Hunting_4.17_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/93/Good_Will_Hunting_4.17_p.m.png/revision/latest/scale-to-width-down/185?cb=20200820233806,https://static.wikia.nocookie.net/theclock/images/9/93/Good_Will_Hunting_4.17_p.m.png
367,383,Good Will Hunting 10.32 a.m.png,10,32,"[1261.38, 493.61, 143.02, 169.61]",Good_Will_Hunting_10.32_a.m.png,https://static.wikia.nocookie.net/theclock/images/9/9a/Good_Will_Hunting_10.32_a.m.png/revision/latest/scale-to-width-down/185?cb=20200820233716,https://static.wikia.nocookie.net/theclock/images/9/9a/Good_Will_Hunting_10.32_a.m.png
368,384,Gosford Park 12.55 a.m.png,12,55,"[355.08, 53.46, 230.64, 212.49]",Gosford_Park_12.55_a.m.png,https://static.wikia.nocookie.net/theclock/images/1/1e/Gosford_Park_12.55_a.m.png/revision/latest/scale-to-width-down/185?cb=20200913104755,https://static.wikia.nocookie.net/theclock/images/1/1e/Gosford_Park_12.55_a.m.png
369,385,Green Card 5.57 p.m.png,5,57,"[543.04, 202.99, 606.58, 671.82]",Green_Card_5.57_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/84/Green_Card_5.57_p.m.png/revision/latest/scale-to-width-down/185?cb=20210210060504,https://static.wikia.nocookie.net/theclock/images/8/84/Green_Card_5.57_p.m.png
370,386,Green Card 8.59 a.m.png,8,59,"[307.89, 6.19, 1086.89, 1008.65]",Green_Card_8.59_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/02/Green_Card_8.59_a.m.png/revision/latest/scale-to-width-down/185?cb=20200919021734,https://static.wikia.nocookie.net/theclock/images/0/02/Green_Card_8.59_a.m.png
371,387,Green for Danger 11.44 a.m.png,11,44,"[1055.82, 7.85, 143.38, 198.16]",Green_for_Danger_11.44_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/f4/Green_for_Danger_11.44_a.m.png/revision/latest/scale-to-width-down/185?cb=20201208215735,https://static.wikia.nocookie.net/theclock/images/f/f4/Green_for_Danger_11.44_a.m.png
372,388,Gregory's Girl 7.30 p.m.png,7,30,"[360.42, 0.9, 1113.21, 1025.71]",Gregory%27s_Girl_7.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/02/Gregory%27s_Girl_7.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20200821135711,https://static.wikia.nocookie.net/theclock/images/0/02/Gregory%27s_Girl_7.30_p.m.png
373,389,Gremlins 2.20 a.m.png,2,20,"[1406.25, 105.26, 124.66, 142.58]",Gremlins_2.20_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/21/Gremlins_2.20_a.m.png/revision/latest/scale-to-width-down/185?cb=20210324175925,https://static.wikia.nocookie.net/theclock/images/2/21/Gremlins_2.20_a.m.png
374,390,Halloween III Season of the Witch 8.50 p.m.png,8,50,"[662.76, 244.84, 409.98, 389.41]",Halloween_III_Season_of_the_Witch_8.50_p.m.png,https://static.wikia.nocookie.net/theclock/images/e/e7/Halloween_III_Season_of_the_Witch_8.50_p.m.png/revision/latest/scale-to-width-down/185?cb=20200731204455,https://static.wikia.nocookie.net/theclock/images/e/e7/Halloween_III_Season_of_the_Witch_8.50_p.m.png
375,391,Hannibal 8.48 p.m.png,8,48,"[343.4, 348.24, 289.39, 260.29]",Hannibal_8.48_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/0c/Hannibal_8.48_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808193446,https://static.wikia.nocookie.net/theclock/images/0/0c/Hannibal_8.48_p.m.png
376,392,Harry Potter and the Chamber of Secrets 11.00 a.m.png,11,0,"[693.32, 210.03, 559.25, 548.66]",Harry_Potter_and_the_Chamber_of_Secrets_11.00_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/a3/Harry_Potter_and_the_Chamber_of_Secrets_11.00_a.m.png/revision/latest/scale-to-width-down/185?cb=20200807195926,https://static.wikia.nocookie.net/theclock/images/a/a3/Harry_Potter_and_the_Chamber_of_Secrets_11.00_a.m.png
377,393,Harry Potter and the Goblet of Fire 10.58 a.m.png,10,58,"[773.69, 203.76, 318.04, 407.8]",Harry_Potter_and_the_Goblet_of_Fire_10.58_a.m.png,https://static.wikia.nocookie.net/theclock/images/1/14/Harry_Potter_and_the_Goblet_of_Fire_10.58_a.m.png/revision/latest/scale-to-width-down/185?cb=20200807200607,https://static.wikia.nocookie.net/theclock/images/1/14/Harry_Potter_and_the_Goblet_of_Fire_10.58_a.m.png
378,394,Harry Potter and the Goblet of Fire 11.51 a.m.png,11,51,"[522.95, 35.47, 810.33, 747.2]",Harry_Potter_and_the_Goblet_of_Fire_11.51_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/a8/Harry_Potter_and_the_Goblet_of_Fire_11.51_a.m.png/revision/latest/scale-to-width-down/185?cb=20200807200615,https://static.wikia.nocookie.net/theclock/images/a/a8/Harry_Potter_and_the_Goblet_of_Fire_11.51_a.m.png
379,395,He's Just Not That into You 9.25 p.m.png,9,25,"[314.71, 43.11, 441.55, 416.55]",He%27s_Just_Not_That_into_You_9.25_p.m.png,https://static.wikia.nocookie.net/theclock/images/a/a1/He%27s_Just_Not_That_into_You_9.25_p.m.png/revision/latest/scale-to-width-down/185?cb=20210103204749,https://static.wikia.nocookie.net/theclock/images/a/a1/He%27s_Just_Not_That_into_You_9.25_p.m.png
380,396,Heathers 9.55 p.m.png,9,55,"[627.5, 490.76, 125.2, 132.63]",Heathers_9.55_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/39/Heathers_9.55_p.m.png/revision/latest/scale-to-width-down/185?cb=20210404013253,https://static.wikia.nocookie.net/theclock/images/3/39/Heathers_9.55_p.m.png
381,397,High Noon 10.40 a.m.png,10,40,"[512.06, 94.13, 339.18, 385.22]",High_Noon_10.40_a.m.png,https://static.wikia.nocookie.net/theclock/images/9/98/High_Noon_10.40_a.m.png/revision/latest/scale-to-width-down/185?cb=20200731080256,https://static.wikia.nocookie.net/theclock/images/9/98/High_Noon_10.40_a.m.png
382,398,High Noon 11.58 a.m.png,11,58,"[162.9, 2.88, 1178.76, 1070.81]",High_Noon_11.58_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/d6/High_Noon_11.58_a.m.png/revision/latest/scale-to-width-down/185?cb=20200731080300,https://static.wikia.nocookie.net/theclock/images/d/d6/High_Noon_11.58_a.m.png
383,399,High Noon 11.59 a.m. 1.png,11,59,"[172.67, 3.12, 1312.11, 1069.01]",High_Noon_11.59_a.m._1.png,https://static.wikia.nocookie.net/theclock/images/2/20/High_Noon_11.59_a.m._1.png/revision/latest/scale-to-width-down/185?cb=20200731080305,https://static.wikia.nocookie.net/theclock/images/2/20/High_Noon_11.59_a.m._1.png
384,400,High Noon 11.59 a.m. 2.png,11,59,"[329.02, 52.33, 840.9, 1005.59]",High_Noon_11.59_a.m._2.png,https://static.wikia.nocookie.net/theclock/images/1/12/High_Noon_11.59_a.m._2.png/revision/latest/scale-to-width-down/185?cb=20200731080310,https://static.wikia.nocookie.net/theclock/images/1/12/High_Noon_11.59_a.m._2.png
